Afghanistan	AF	AFG	004	AS	37.333,65.627;37.459,65.647;37.534,65.766;37.324,66.303;37.361,66.539;37.338,66.665;37.377,67.022;37.247,67.2;37.235,67.424;37.216,67.557;37.206,67.774;37.088,67.792;37.014,67.911;36.925,68.036;37.02,68.283;37.111,68.302;37.148,68.412;37.162,68.525;37.247,68.655;37.248,68.826;37.308,69;37.094,69.247;37.23,69.451;37.344,69.381;37.456,69.383;37.581,69.516;37.612,69.918;37.529,70.135;37.621,70.256;37.741,70.277;37.872,70.166;38.058,70.378;38.167,70.492;38.279,70.584;38.375,70.686;38.453,70.881;38.406,71.102;38.249,71.363;38.02,71.285;37.918,71.264;37.942,71.546;37.816,71.589;37.284,71.49;37.059,71.432;36.741,71.568;36.672,71.695;36.692,71.843;36.812,72.011;36.99,72.347;37.026,72.664;37.23,72.799;37.321,73.081;37.401,73.151;37.463,73.314;37.434,73.777;37.331,73.753;37.263,73.62;37.229,73.792;37.429,74.364;37.392,74.7;37.24,74.899;37.301,74.763;37.235,74.651;37.243,74.537;37.175,74.392;37.026,74.568;36.959,74.337;36.899,74.252;36.822,74.062;36.901,73.78;36.874,73.113;36.772,72.492;36.715,72.182;36.629,72.073;36.492,71.796;36.407,71.753;36.468,71.647;36.372,71.563;36.133,71.249;36.047,71.188;35.969,71.291;35.711,71.545;35.562,71.614;35.437,71.647;35.328,71.549;35.207,71.659;35.095,71.543;34.959,71.496;34.887,71.314;34.744,71.226;34.677,71.096;34.568,71.095;34.511,70.978;34.394,71.073;34.166,71.136;34.009,70.981;33.943,70.491;34.031,69.903;33.882,69.907;33.753,69.986;33.736,70.133;33.641,70.197;33.486,70.198;33.396,70.306;33.202,70.145;33.139,70.034;33.09,69.881;33.082,69.561;33.009,69.492;32.874,69.515;32.774,69.395;32.682,69.457;32.588,69.398;32.526,69.287;32.218,69.283;32.069,69.287;31.944,69.334;31.646,69.03;31.604,68.833;31.699,68.732;31.829,68.547;31.795,68.444;31.765,68.572;31.816,68.222;31.636,67.981;31.531,67.738;31.534,67.581;31.41,67.646;31.411,67.767;31.214,67.288;31.239,67.07;31.296,66.892;31.212,66.723;31.086,66.684;30.978,66.566;30.946,66.405;30.575,66.282;30.451,66.35;30.114,66.26;29.966,66.361;29.852,66.257;29.641,65.417;29.541,65.034;29.586,64.696;29.524,64.274;29.394,64.131;29.504,63.587;29.434,62.787;29.406,62.484;29.616,61.744;29.826,60.994;29.862,60.867;30.26,61.253;30.844,61.813;30.946,61.804;31.049,61.847;31.245,61.766;31.383,61.714;31.498,60.844;31.874,60.81;32.235,60.858;32.579,60.742;33.072,60.582;33.163,60.591;33.418,60.852;33.504,60.929;33.575,60.649;33.653,60.523;33.813,60.554;33.999,60.521;34.151,60.514;34.314,60.672;34.316,60.911;34.483,60.757;34.576,60.864;34.813,61.065;35.202,61.114;35.297,61.186;35.481,61.239;35.607,61.279;35.527,61.465;35.451,61.577;35.411,61.802;35.46,61.972;35.395,62.101;35.298,62.259;35.146,62.306;35.286,62.459;35.225,62.623;35.481,63.111;35.626,63.095;35.696,63.239;35.826,63.104;35.852,63.317;35.91,63.539;36.039,63.934;36,64.064;36.167,64.169;36.152,64.282;36.247,64.459;36.356,64.571;36.46,64.628;36.629,64.615;36.923,64.795;37.096,64.779;37.244,65.073;37.249,65.531;37.333,65.627
Albania	AL	ALB	008	EU	42.317,19.397;42.4,19.47;42.606,19.636;42.64,19.756;42.543,19.747;42.47,19.83;42.563,20.064;42.507,20.169;42.324,20.252;42.212,20.526;41.95,20.621;41.728,20.514;41.585,20.555;41.404,20.562;41.327,20.493;41.094,20.597;40.912,20.734;40.933,20.859;40.894,20.983;40.791,20.967;40.699,21.03;40.699,21.03;40.464,20.937;40.395,20.787;40.094,20.665;40.081,20.514;39.999,20.394;39.907,20.363;39.812,20.411;39.807,20.291;39.668,20.261;39.69,20.012;39.795,19.996;40.054,19.795;40.222,19.456;40.417,19.289;40.327,19.419;40.441,19.488;40.561,19.456;40.641,19.312;40.866,19.413;40.908,19.521;41.002,19.497;41.252,19.514;41.324,19.416;41.502,19.515;41.585,19.447;41.602,19.606;41.753,19.566;41.849,19.368;41.999,19.381;42.108,19.398;42.186,19.282;42.317,19.397
Algeria	DZ	DZA	012	AF	32.215,-1.254;32.327,-1.25;32.405,-1.196;32.441,-1.078;32.724,-1.383;32.939,-1.543;33.058,-1.479;33.257,-1.666;33.383,-1.667;33.557,-1.6;33.651,-1.642;34.085,-1.654;34.378,-1.793;34.485,-1.686;34.601,-1.853;34.747,-1.747;35.051,-2.205;35.072,-2.066;35.09,-1.892;35.306,-1.475;35.386,-1.271;35.578,-1.183;35.772,-0.8;35.712,-0.642;35.777,-0.521;35.884,-0.479;35.897,-0.338;35.788,-0.096;35.877,0.047;36.051,0.132;36.134,0.293;36.388,0.887;36.506,1.227;36.566,1.866;36.63,2.308;36.59,2.579;36.677,2.779;36.792,2.894;36.808,3.024;36.738,3.138;36.812,3.234;36.776,3.509;36.893,3.766;36.893,3.984;36.892,4.652;36.775,5.102;36.661,5.195;36.641,5.334;36.825,5.716;36.884,6.135;36.946,6.263;37.084,6.379;37.075,6.509;36.974,6.593;36.93,6.85;36.883,6.95;36.926,7.179;37.009,7.257;37.081,7.187;37.083,7.39;36.974,7.626;36.984,7.8;36.884,7.771;36.846,7.955;36.955,8.229;36.9,8.48;36.943,8.63;36.835,8.65;36.791,8.424;36.655,8.443;36.567,8.231;36.445,8.374;35.901,8.263;35.759,8.274;35.677,8.34;35.522,8.362;35.427,8.309;35.287,8.345;35.234,8.451;34.91,8.261;34.753,8.289;34.641,8.247;34.412,7.84;34.236,7.767;34.212,7.657;34.102,7.527;33.9,7.492;33.789,7.522;33.439,7.724;33.248,7.732;33.113,8.023;32.834,8.306;32.531,8.351;32.091,9.059;31.569,9.196;30.236,9.532;30.122,9.304;29.807,9.567;29.433,9.765;28.859,9.873;28.271,9.79;27.869,9.954;27.621,9.881;27.508,9.839;27.324,9.735;26.909,9.848;26.529,9.876;26.416,9.639;26.357,9.499;26.233,9.43;25.337,10.027;24.838,10.054;24.751,10.218;24.606,10.252;24.478,10.422;24.567,10.715;24.302,11.559;23.522,11.986;23.442,11.844;22.589,10.361;21.722,8.894;20.852,7.454;19.446,5.812;19.146,4.245;18.976,3.332;19.136,3.121;19.223,3.154;19.374,3.272;19.512,3.248;19.816,3.235;19.975,2.846;20.053,2.422;20.199,2.324;20.279,2.218;20.221,2.102;20.231,1.909;20.301,1.81;20.442,1.666;20.536,1.663;20.639,1.483;20.657,1.375;20.733,1.179;21.1,1.169;21.826,-0.002;22.807,-1.429;23.914,-3.1;25,-4.806;25.213,-5.148;26.267,-6.897;27.28,-8.669;27.669,-8.669;28.709,-8.669;28.791,-8.496;28.919,-8.358;29.094,-8.047;29.392,-7.623;29.397,-7.434;29.595,-7.2;29.571,-6.576;29.833,-6.474;29.81,-6.191;29.897,-5.594;29.974,-5.396;30.187,-5.145;30.492,-4.942;30.626,-4.592;30.637,-4.43;30.766,-4.174;30.907,-4.027;30.961,-3.647;31.086,-3.598;31.189,-3.724;31.339,-3.804;31.467,-3.836;31.65,-3.835;31.716,-3.715;31.673,-3.519;31.851,-2.973;32.029,-2.938;32.15,-2.22;32.108,-1.5;32.09,-1.213;32.159,-1.293;32.215,-1.254
Andorra	AD	AND	020	EU	42.473,1.711;42.436,1.533;42.572,1.446;42.654,1.541;42.582,1.782;42.473,1.711
Angola	AO	AGO	024	AF	-5.021,12.01;-4.896,12.166;-4.759,12.206;-4.794,12.292;-4.602,12.413;-4.559,12.65;-4.389,12.781;-4.415,12.896;-4.633,13.091;-4.736,12.826;-4.919,12.708;-5.092,12.462;-5.724,12.527;-5.734,12.284;-5.682,12.155;-5.541,12.178;-5.167,12.105;-5.045,12.02;-5.015,12.114;-5.021,12.01|-5.86,13.178;-5.891,13.341;-5.855,13.501;-5.836,13.98;-5.893,14.336;-5.863,15.028;-5.859,15.705;-5.853,16.368;-5.901,16.58;-6.013,16.6;-6.177,16.717;-6.464,16.704;-6.799,16.841;-6.866,16.912;-6.985,16.96;-7.208,16.946;-7.308,17.025;-7.422,17.106;-7.589,17.214;-7.699,17.284;-7.848,17.42;-8.021,17.543;-8.098,17.638;-8.062,17.741;-8.046,17.869;-8.108,18.007;-8.107,18.118;-7.996,18.526;-7.931,18.768;-7.996,19.373;-7.858,19.359;-7.572,19.377;-7.569,19.471;-7.46,19.536;-7.352,19.499;-7.144,19.505;-7.053,19.566;-6.995,20.311;-6.914,20.631;-7.142,20.54;-7.285,20.542;-7.283,21.103;-7.282,21.784;-7.453,21.846;-7.945,21.749;-8.062,21.809;-8.443,21.937;-8.855,21.86;-9.229,21.855;-9.406,21.791;-9.534,21.835;-9.851,22.025;-9.911,22.147;-10.386,22.314;-10.501,22.264;-10.767,22.313;-10.829,22.187;-11.073,22.246;-11.251,22.244;-11.13,22.484;-11.042,22.52;-11.093,22.724;-11.051,22.869;-11.092,23.108;-10.97,23.397;-10.96,23.503;-11.028,23.851;-10.87,23.983;-11.422,24.062;-11.772,23.996;-12.2,23.975;-12.385,24.052;-12.67,23.915;-12.805,23.887;-12.987,24.017;-13.006,23.332;-13.005,22.644;-13.004,21.998;-13.253,21.999;-14.521,21.999;-16.171,22.001;-16.239,22.071;-16.493,22.139;-16.57,22.249;-17.48,23.202;-17.625,23.475;-17.747,22.838;-18.007,21.424;-17.938,21.243;-17.962,20.972;-18.012,20.785;-17.888,20.394;-17.896,20.1;-17.858,19.915;-17.897,19.756;-17.837,19.662;-17.862,19.46;-17.815,18.917;-17.707,18.72;-17.44,18.483;-17.392,17.022;-17.389,15.626;-17.387,14.218;-17.425,13.981;-17.137,13.545;-17.027,13.497;-16.969,13.374;-17.011,12.939;-17.239,12.509;-17.227,12.247;-17.148,12.123;-17.164,11.977;-17.258,11.754;-16.828,11.769;-16.183,11.786;-15.982,11.808;-15.855,11.731;-15.779,11.781;-15.569,12.015;-15.212,12.065;-14.391,12.342;-14.181,12.317;-13.881,12.413;-13.838,12.506;-13.417,12.516;-13.339,12.641;-13.218,12.729;-12.953,12.966;-12.838,12.926;-12.772,12.989;-12.599,13.192;-12.605,13.349;-12.364,13.514;-12.311,13.594;-11.883,13.774;-11.498,13.781;-11.296,13.821;-10.951,13.848;-10.759,13.724;-10.666,13.765;-10.406,13.526;-10.056,13.364;-9.901,13.327;-9.687,13.189;-9.337,13.143;-9.075,12.985;-8.984,13.019;-8.872,13.138;-9.055,13.001;-8.783,13.217;-8.768,13.36;-8.653,13.409;-8.47,13.345;-8.337,13.374;-7.868,13.124;-7.173,12.843;-6.914,12.835;-6.726,12.623;-6.582,12.519;-6.109,12.248;-6.005,12.831;-5.883,12.985;-5.898,13.097;-5.86,13.178
